Gene Symbol,Deletion,Diploid,Gain
FPR3,17.35,53.44,29.21
ZNF350,17.35,53.44,29.21
ZNF432,17.35,53.44,29.21
ZNF577,17.35,53.44,29.21
ZNF613,17.35,53.44,29.21
ZNF614,17.35,53.44,29.21
ZNF615,17.35,53.44,29.21
ZNF616,17.35,53.44,29.21
ZNF649,17.35,53.44,29.21
ZNF841,17.35,53.44,29.21
ZNF836,17.01,53.95,29.04
PPP2R1A,17.18,53.78,29.04
ZNF766,17.18,53.78,29.04
MIR643,17.18,53.78,29.04
hsa-mir-643,17.18,53.78,29.04
ZNF480,17.01,53.78,29.21
ZNF610,16.84,53.78,29.38
ZNF528,16.66,53.95,29.38
ZNF534,16.66,53.95,29.38
ZNF578,16.66,53.95,29.38
ZNF880,16.66,53.95,29.38
ZNF808,16.32,54.47,29.21
ZNF701,16.15,54.64,29.21
ZNF137P,16.15,54.64,29.21
ZNF83,16.15,54.64,29.21
ZNF28,16.15,54.12,29.72
ZNF320,16.15,54.12,29.72
ZNF321P,16.15,54.12,29.72
ZNF468,16.15,54.12,29.72
ZNF600,16.15,54.12,29.72
ZNF611,16.15,54.12,29.72
ZNF702P,16.15,54.12,29.72
ZNF816-ZNF321P,16.15,54.12,29.72
ZNF816,16.15,54.12,29.72
ERVV-1,16.32,53.95,29.72
ERVV-2,16.32,53.95,29.72
ZNF160,16.49,53.78,29.72
ZNF415,16.32,53.95,29.72
ZNF347,16.32,53.95,29.72
ZNF665,16.32,53.95,29.72
ZNF677,16.33,53.95,29.72
VN1R2,16.33,53.95,29.72
VN1R4,16.33,53.95,29.72
LOC646508,16.67,53.61,29.72
BIRC8,16.67,53.61,29.72
ZNF845,16.67,53.61,29.72
ZNF525,16.67,53.44,29.89
LOC147804,16.5,53.26,30.24
ZNF761,16.5,53.26,30.24
ZNF765,16.5,53.26,30.24
ZNF813,16.5,53.26,30.24
ZNF331,16.5,53.26,30.24
DPRX,16.16,53.61,30.24
LOC284379,16.16,53.61,30.24
MIR1283-1,16.16,53.61,30.24
MIR1283-2,16.16,53.61,30.24
MIR1323,16.16,53.61,30.24
MIR371A,16.16,53.61,30.24
MIR371B,16.16,53.61,30.24
MIR372,16.16,53.61,30.24
MIR373,16.16,53.61,30.24
MIR498,16.16,53.61,30.24
MIR512-1,16.16,53.61,30.24
MIR512-2,16.16,53.61,30.24
MIR515-1,16.16,53.61,30.24
MIR515-2,16.16,53.61,30.24
MIR516A1,16.16,53.61,30.24
MIR516A2,16.16,53.61,30.24
MIR516B1,16.16,53.61,30.24
MIR516B2,16.16,53.61,30.24
MIR517A,16.16,53.61,30.24
MIR517B,16.16,53.61,30.24
MIR517C,16.16,53.61,30.24
MIR518A1,16.16,53.61,30.24
MIR518A2,16.16,53.61,30.24
MIR518B,16.16,53.61,30.24
MIR518C,16.16,53.61,30.24
MIR518D,16.16,53.61,30.24
MIR518E,16.16,53.61,30.24
MIR518F,16.16,53.61,30.24
MIR519A1,16.16,53.61,30.24
MIR519A2,16.16,53.61,30.24
MIR519B,16.16,53.61,30.24
MIR519C,16.16,53.61,30.24
MIR519D,16.16,53.61,30.24
MIR519E,16.16,53.61,30.24
MIR520A,16.16,53.61,30.24
MIR520B,16.16,53.61,30.24
MIR520C,16.16,53.61,30.24
MIR520D,16.16,53.61,30.24
MIR520E,16.16,53.61,30.24
MIR520F,16.16,53.61,30.24
MIR520G,16.16,53.61,30.24
MIR520H,16.16,53.61,30.24
MIR521-1,16.16,53.61,30.24
MIR521-2,16.16,53.61,30.24
MIR522,16.16,53.61,30.24
MIR523,16.16,53.61,30.24
MIR524,16.16,53.61,30.24
MIR525,16.16,53.61,30.24
MIR526A1,16.16,53.61,30.24
MIR526A2,16.16,53.61,30.24
MIR526B,16.16,53.61,30.24
MIR527,16.16,53.61,30.24
NLRP12,16.16,53.61,30.24
hsa-mir-1283-1,16.16,53.61,30.24
hsa-mir-1283-2,16.16,53.61,30.24
hsa-mir-1323,16.16,53.61,30.24
hsa-mir-371,16.16,53.61,30.24
hsa-mir-372,16.16,53.61,30.24
hsa-mir-373,16.16,53.61,30.24
hsa-mir-498,16.16,53.61,30.24
hsa-mir-512-1,16.16,53.61,30.24
hsa-mir-512-2,16.16,53.61,30.24
hsa-mir-515-1,16.16,53.61,30.24
hsa-mir-515-2,16.16,53.61,30.24
hsa-mir-516a-1,16.16,53.61,30.24
hsa-mir-516a-2,16.16,53.61,30.24
hsa-mir-516b-1,16.16,53.61,30.24
hsa-mir-516b-2,16.16,53.61,30.24
hsa-mir-517a,16.16,53.61,30.24
hsa-mir-517b,16.16,53.61,30.24
hsa-mir-517c,16.16,53.61,30.24
hsa-mir-518a-1,16.16,53.61,30.24
hsa-mir-518a-2,16.16,53.61,30.24
hsa-mir-518b,16.16,53.61,30.24
hsa-mir-518c,16.16,53.61,30.24
hsa-mir-518d,16.16,53.61,30.24
hsa-mir-518e,16.16,53.61,30.24
hsa-mir-518f,16.16,53.61,30.24
hsa-mir-519a-1,16.16,53.61,30.24
hsa-mir-519a-2,16.16,53.61,30.24
hsa-mir-519b,16.16,53.61,30.24
hsa-mir-519c,16.16,53.61,30.24
hsa-mir-519d,16.16,53.61,30.24
hsa-mir-519e,16.16,53.61,30.24
hsa-mir-520a,16.16,53.61,30.24
hsa-mir-520b,16.16,53.61,30.24
hsa-mir-520c,16.16,53.61,30.24
hsa-mir-520d,16.16,53.61,30.24
hsa-mir-520e,16.16,53.61,30.24
hsa-mir-520f,16.16,53.61,30.24
hsa-mir-520g,16.16,53.61,30.24
hsa-mir-520h,16.16,53.61,30.24
hsa-mir-521-1,16.16,53.61,30.24
hsa-mir-521-2,16.16,53.61,30.24
hsa-mir-522,16.16,53.61,30.24
hsa-mir-523,16.16,53.61,30.24
hsa-mir-524,16.16,53.61,30.24
hsa-mir-525,16.16,53.61,30.24
hsa-mir-526a-1,16.16,53.61,30.24
hsa-mir-526a-2,16.16,53.61,30.24
hsa-mir-526b,16.16,53.61,30.24
hsa-mir-527,16.16,53.61,30.24
MYADM,15.98,53.95,30.07
PRKCG,15.98,53.95,30.07
CACNG7,15.98,53.95,30.07
CACNG8,15.98,53.95,30.07
CACNG6,15.81,54.12,30.07
MIR935,15.81,54.12,30.07
hsa-mir-935,15.81,54.12,30.07
VSTM1,15.29,54.64,30.07
TARM1,15.29,54.64,30.07
OSCAR,15.12,54.64,30.24
NDUFA3,15.12,54.64,30.24
TFPT,15.12,54.64,30.24
PRPF31,14.95,54.81,30.24
CNOT3,14.95,54.81,30.24
LENG1,14.95,54.81,30.24
TMC4,14.95,54.81,30.24
MBOAT7,15.12,54.64,30.24
TSEN34,15.29,54.47,30.24
RPS9,15.29,54.47,30.24
LILRA3,15.46,54.3,30.24
LILRA4,15.46,54.3,30.24
LILRA5,15.46,54.3,30.24
LILRA6,15.46,54.3,30.24
LILRB2,15.46,54.3,30.24
LILRB3,15.46,54.3,30.24
LILRB5,15.46,54.3,30.24
MIR4752,15.46,54.3,30.24
LAIR1,15.29,54.3,30.41
TTYH1,15.29,54.12,30.58
LENG8,14.95,53.95,31.1
CDC42EP5,14.95,53.95,31.1
LENG9,14.95,53.95,31.1
LAIR2,15.29,53.95,30.76
KIR3DX1,15.29,53.95,30.76
LILRA2,15.46,53.95,30.58
LILRA1,15.63,53.95,30.41
LILRB1,15.63,53.95,30.41
LILRB4,15.46,53.95,30.58
LILRP2,15.12,54.3,30.58
FCAR,14.94,54.47,30.58
KIR2DL1,14.94,54.47,30.58
KIR2DL3,14.94,54.47,30.58
KIR2DL4,14.94,54.47,30.58
KIR2DS4,14.94,54.47,30.58
KIR3DL1,14.94,54.47,30.58
KIR3DL2,14.94,54.47,30.58
KIR3DL3,14.94,54.47,30.58
NCR1,14.94,54.64,30.41
NLRP7,14.94,54.3,30.76
NLRP2,14.77,54.47,30.76
GP6,14.77,54.47,30.76
RDH13,14.77,54.3,30.93
EPS8L1,14.77,54.3,30.93
PPP1R12C,14.77,54.3,30.93
TNNT1,14.77,54.3,30.93
C19orf51,14.77,54.3,30.93
TNNI3,14.77,54.3,30.93
SYT5,14.77,54.3,30.93
PTPRH,14.77,54.3,30.93
TMEM86B,14.95,54.3,30.75
PPP6R1,14.95,54.3,30.75
HSPBP1,14.95,54.3,30.75
BRSK1,14.95,54.12,30.93
TMEM150B,14.95,54.12,30.93
SUV420H2,14.95,54.12,30.93
COX6B2,15.12,53.95,30.93
FAM71E2,15.12,53.95,30.93
IL11,15.29,53.95,30.75
TMEM190,15.29,53.95,30.75
TMEM238,15.29,53.95,30.75
RPL28,15.12,54.12,30.75
UBE2S,14.77,54.47,30.75
SHISA7,14.94,54.3,30.75
ISOC2,14.94,54.3,30.75
ZNF628,14.77,54.3,30.93
NAT14,14.77,54.3,30.93
SSC5D,14.77,54.3,30.93
SBK2,14.77,54.3,30.93
SGK110,14.77,54.3,30.93
ZNF579,14.6,54.3,31.1
FIZ1,14.43,54.3,31.27
ZNF524,14.43,54.3,31.27
ZNF865,14.43,54.3,31.27
ZNF784,14.43,54.3,31.27
ZNF580,14.43,54.3,31.27
ZNF581,14.43,54.3,31.27
CCDC106,14.43,54.3,31.27
U2AF2,14.43,54.3,31.27
EPN1,14.43,54.12,31.44
NLRP9,14.43,54.12,31.44
RFPL4A,14.6,53.95,31.44
NLRP11,14.6,53.78,31.61
NLRP4,14.6,53.78,31.61
NLRP13,14.6,53.61,31.79
NLRP5,14.6,53.78,31.61
NLRP8,14.6,53.78,31.61
ZNF787,14.43,53.78,31.79
ZNF444,14.43,53.78,31.79
GALP,14.43,53.78,31.79
ZSCAN5B,14.43,53.78,31.79
ZSCAN5A,14.43,53.78,31.79
ZNF542,14.26,53.44,32.3
ZNF582,14.26,53.44,32.3
LOC386758,14.26,53.44,32.3
ZNF583,14.26,53.44,32.3
ZNF667,14.26,53.61,32.13
LOC100128252,14.26,53.78,31.96
ZNF471,14.26,53.78,31.96
ZFP28,14.26,53.78,31.96
ZNF470,14.26,53.78,31.96
ZNF71,14.26,53.78,31.96
LOC147670,14.43,53.78,31.78
ZNF835,14.43,53.78,31.78
ZIM2,14.43,53.61,31.96
PEG3,14.43,53.61,31.96
PEG3-AS1,14.43,53.61,31.96
MIMT1,14.43,53.61,31.96
USP29,14.26,53.61,32.13
ZIM3,14.26,53.61,32.13
DUXA,14.26,53.61,32.13
ZNF264,14.43,53.44,32.13
AURKC,14.43,53.61,31.96
ZNF805,14.43,53.61,31.96
ZNF460,14.26,53.61,32.13
ZNF543,14.26,53.61,32.13
ZNF304,14.26,53.61,32.13
TRAPPC2P1,14.26,53.61,32.13
ZNF547,14.26,53.61,32.13
ZNF548,14.26,53.61,32.13
ZNF17,14.26,53.61,32.13
ZNF749,14.26,53.61,32.13
VN1R1,14.26,53.44,32.3
ZNF419,14.26,53.44,32.3
ZNF772,14.26,53.44,32.3
ZNF773,14.26,53.44,32.3
hsa-mir-1274b,14.26,53.44,32.3
ZNF549,14.26,53.44,32.3
ZNF550,14.26,53.26,32.47
ZNF416,14.26,53.26,32.47
ZIK1,14.26,53.26,32.47
ZNF530,14.26,53.26,32.47
ZNF134,14.26,53.09,32.64
ZNF211,14.26,53.09,32.64
ZSCAN4,14.26,53.09,32.64
ZNF551,14.26,53.09,32.64
ZNF154,14.26,53.09,32.64
ZNF671,14.26,53.09,32.64
ZNF776,14.26,53.09,32.64
ZNF586,14.26,53.09,32.64
ZNF552,14.26,53.09,32.64
FKBP1AP1,14.26,53.09,32.64
ZNF587B,14.26,53.09,32.64
ZNF587,14.26,53.09,32.64
ZNF814,14.26,53.09,32.64
ZNF417,14.43,53.09,32.47
ZNF418,14.43,53.09,32.47
ZNF256,14.43,53.09,32.47
C19orf18,14.43,53.09,32.47
ZNF606,14.43,53.09,32.47
LOC100128398,14.43,53.09,32.47
ZSCAN1,14.43,53.09,32.47
ZNF135,14.6,52.92,32.47
ZSCAN18,14.6,52.92,32.47
ZNF329,14.77,52.75,32.47
ZNF274,14.77,52.75,32.47
ZNF544,14.77,52.58,32.64
ZNF8,14.77,52.58,32.64
ZSCAN22,14.6,52.58,32.82
A1BG,14.6,52.58,32.82
A1BG-AS1,14.6,52.58,32.82
ZNF497,14.6,52.58,32.82
CHMP2A,14.6,52.58,32.82
LOC100131691,14.6,52.58,32.82
LOC646862,14.6,52.58,32.82
MGC2752,14.6,52.58,32.82
MIR4754,14.6,52.58,32.82
MZF1,14.6,52.58,32.82
RPS5,14.6,52.58,32.82
SLC27A5,14.6,52.58,32.82
TRIM28,14.6,52.58,32.82
UBE2M,14.6,52.58,32.82
ZBTB45,14.6,52.58,32.82
ZNF132,14.6,52.58,32.82
ZNF324B,14.6,52.58,32.82
ZNF324,14.6,52.58,32.82
ZNF446,14.6,52.58,32.82
ZNF584,14.6,52.58,32.82
ZNF837,14.6,52.58,32.82
C20orf96,3.78,57.22,39.0
DEFB125,3.78,57.22,39.0
DEFB126,3.78,57.22,39.0
DEFB127,3.78,57.22,39.0
DEFB128,3.78,57.22,39.0
DEFB129,3.78,57.22,39.0
DEFB132,3.78,57.22,39.0
NRSN2,3.78,57.22,39.0
RBCK1,3.78,57.22,39.0
SOX12,3.78,57.22,39.0
TBC1D20,3.78,57.22,39.0
TRIB3,3.78,57.22,39.0
ZCCHC3,3.78,57.22,39.0
CSNK2A1,3.78,57.22,39.0
TCF15,3.78,57.22,39.0
SRXN1,3.78,57.22,39.0
SCRT2,3.78,57.22,39.0
C20orf54,3.78,57.04,39.17
FAM110A,3.78,57.04,39.17
ANGPT4,3.78,57.04,39.17
RSPO4,3.78,56.87,39.35
C20orf202,3.78,57.04,39.17
PSMF1,3.78,57.04,39.17
TMEM74B,3.78,57.04,39.17
RAD21L1,3.78,57.04,39.17
SNPH,3.78,57.04,39.17
FKBP1A-SDCBP2,3.78,57.04,39.17
SDCBP2,3.78,57.04,39.17
LOC100507495,3.61,57.22,39.17
FKBP1A,3.61,57.22,39.17
NSFL1C,3.61,57.22,39.17
SIRPB2,3.61,57.22,39.17
SIRPD,3.26,57.56,39.17
SIRPB1,3.09,57.73,39.17
SIRPG,3.09,57.73,39.17
LOC100289473,3.26,57.56,39.18
SIRPA,3.26,57.73,39.0
PDYN,3.26,57.9,38.83
STK35,3.26,57.9,38.83
TGM3,3.26,58.08,38.66
TGM6,3.26,58.08,38.66
SNORD119,3.26,58.25,38.49
SNRPB,3.26,58.25,38.49
ZNF343,3.26,58.25,38.49
TMC2,3.09,58.25,38.66
NOP56,3.26,58.08,38.66
IDH3B,3.26,58.08,38.66
MIR1292,3.26,58.08,38.66
SNORA51,3.26,58.08,38.66
SNORD110,3.26,58.08,38.66
SNORD56,3.26,58.08,38.66
SNORD57,3.26,58.08,38.66
SNORD86,3.26,58.08,38.66
hsa-mir-1292,3.26,58.08,38.66
EBF4,3.26,58.08,38.66
CPXM1,3.26,58.08,38.66
C20orf141,3.26,58.08,38.66
TMEM239,3.26,58.08,38.66
FAM113A,3.26,58.08,38.66
VPS16,3.26,58.08,38.66
PTPRA,3.09,58.08,38.83
GNRH2,3.09,58.08,38.83
MRPS26,3.09,58.08,38.83
OXT,3.09,58.08,38.83
AVP,3.09,58.08,38.83
LOC100134015,2.92,58.25,38.83
UBOX5,2.92,58.25,38.83
FASTKD5,2.92,58.42,38.66
ProSAPiP1,2.92,58.42,38.66
DDRGK1,2.92,58.42,38.66
ITPA,2.92,58.42,38.66
SLC4A11,2.92,58.42,38.66
C20orf194,2.92,58.42,38.66
ATRN,2.92,58.59,38.49
GFRA4,2.92,58.59,38.49
ADAM33,2.92,58.42,38.66
SIGLEC1,2.92,58.25,38.83
HSPA12B,2.92,58.25,38.83
C20orf27,2.92,58.42,38.66
SPEF1,2.92,58.42,38.66
CENPB,2.92,58.42,38.66
CDC25B,2.92,58.42,38.66
C20orf29,2.92,58.25,38.83
MAVS,2.92,58.25,38.83
MIR103A2,2.92,58.25,38.83
MIR103B2,2.92,58.25,38.83
PANK2,2.92,58.25,38.83
RNF24,2.92,58.25,38.83
hsa-mir-103-2-as,2.92,58.25,38.83
hsa-mir-103-2,2.92,58.25,38.83
SMOX,2.92,58.25,38.83
LOC728228,2.92,58.25,38.83
ADRA1D,2.92,58.42,38.66
PRNP,3.09,58.25,38.66
PRND,3.09,58.25,38.66
PRNT,3.09,58.25,38.66
RASSF2,3.09,58.42,38.49
SLC23A2,3.09,58.42,38.49
C20orf30,3.09,58.59,38.32
PCNA-AS1,3.09,58.59,38.32
PCNA,3.09,58.59,38.32
CDS2,3.09,58.59,38.32
PROKR2,3.09,58.59,38.32
LOC100507629,3.09,58.59,38.32
LOC643406,3.09,58.59,38.32
LOC149837,3.09,58.59,38.32
GPCPD1,3.09,58.59,38.32
C20orf196,3.09,58.59,38.32
CHGB,3.09,58.59,38.32
TRMT6,3.09,58.59,38.32
MCM8,3.09,58.59,38.32
CRLS1,3.09,58.59,38.32
LRRN4,3.09,58.59,38.32
FERMT1,3.09,58.59,38.32
BMP2,3.26,58.42,38.32
HAO1,3.09,58.76,38.14
TMX4,3.09,58.76,38.14
PLCB1,3.44,58.42,38.14
PLCB4,3.09,58.59,38.32
LAMP5,3.09,58.59,38.32
PAK7,3.09,58.25,38.66
LOC100131208,3.09,58.25,38.66
ANKRD5,3.09,58.25,38.66
SNAP25,3.26,58.42,38.32
MKKS,3.09,58.76,38.14
C20orf94,3.26,58.42,38.31
JAG1,3.09,58.42,38.49
LOC339593,3.09,58.25,38.66
BTBD3,3.09,58.42,38.49
SPTLC3,3.26,58.42,38.31
ISM1,3.26,58.59,38.14
LOC100505536,3.26,58.59,38.14
TASP1,3.26,58.42,38.32
ESF1,3.09,58.93,37.97
C20orf7,2.92,58.93,38.14
SEL1L2,3.09,58.93,37.97
MACROD2,3.95,57.56,38.49
FLRT3,3.09,58.76,38.14
MACROD2-AS1,3.61,58.25,38.14
KIF16B,3.44,58.42,38.14
SNRPB2,3.26,58.76,37.97
OTOR,3.26,58.76,37.97
PCSK2,3.78,58.08,38.14
BFSP1,3.78,58.08,38.14
DSTN,3.95,57.9,38.14
RRBP1,3.95,57.73,38.32
BANF2,3.95,57.73,38.32
SNX5,3.78,57.9,38.32
SNORD17,3.78,57.9,38.32
C20orf72,3.78,57.9,38.32
OVOL2,3.78,57.9,38.32
PET117,3.78,57.9,38.32
CSRP2BP,3.78,57.9,38.32
ZNF133,3.78,57.9,38.32
DZANK1-AS1,3.78,57.9,38.32
DZANK1,3.78,57.9,38.32
POLR3F,3.78,57.9,38.32
MIR3192,3.78,57.9,38.32
hsa-mir-3192,3.78,57.9,38.32
RBBP9,3.78,57.9,38.32
SEC23B,3.78,57.9,38.32
LINC00493,3.78,57.9,38.32
DTD1,3.78,57.9,38.32
HSPC072,3.78,58.25,37.97
LOC100270804,3.78,58.25,37.97
LOC100128496,3.78,58.25,37.97
C20orf79,3.78,58.25,37.97
SLC24A3,3.78,57.73,38.49
LOC100130264,3.78,57.9,38.32
RIN2,3.61,58.08,38.32
NAA20,3.61,58.25,38.14
CRNKL1,3.61,58.25,38.14
C20orf26,3.61,58.08,38.31
INSM1,3.61,58.25,38.14
RALGAPA2,3.61,58.25,38.14
PLK1S1,3.26,58.76,37.97
XRN2,3.26,58.59,38.14
NKX2-4,3.26,58.59,38.14
NKX2-2,3.26,58.59,38.14
PAX1,3.26,58.59,38.14
LOC100270679,3.26,58.59,38.14
LOC284788,3.26,58.42,38.32
LINC00261,3.26,58.42,38.32
FOXA2,3.26,58.59,38.14
SSTR4,3.26,58.59,38.14
THBD,3.26,58.59,38.14
CD93,3.26,58.59,38.14
LOC200261,3.26,58.59,38.14
NXT1,3.26,58.59,38.14
GZF1,3.26,58.59,38.14
NAPB,3.44,58.42,38.14
CSTL1,3.44,58.42,38.14
CST11,3.44,58.42,38.14
CST8,3.44,58.42,38.14
CSTT,3.44,58.42,38.14
CST9L,3.44,58.42,38.14
CST9,3.44,58.42,38.14
CST3,3.44,58.42,38.14
CST4,3.44,58.42,38.14
CST1,3.61,58.25,38.14
CST2,3.61,58.25,38.14
CST5,3.61,58.25,38.14
GGTLC1,3.61,58.25,38.14
FLJ33581,3.61,58.25,38.14
SYNDIG1,3.61,58.25,38.14
CST7,3.61,58.25,38.14
C20orf3,3.61,58.25,38.14
ACSS1,3.44,58.25,38.31
VSX1,3.44,58.08,38.48
LOC284798,3.44,57.9,38.66
ENTPD6,3.44,57.9,38.66
PYGB,3.44,57.9,38.66
ABHD12,3.61,57.73,38.66
GINS1,3.44,57.9,38.66
NINL,3.44,57.9,38.66
NANP,3.44,57.9,38.66
ZNF337,3.26,57.73,39.0
FAM182B,3.26,57.73,39.0
LOC100134868,3.26,57.9,38.83
FAM182A,3.26,57.9,38.83
NCOR1P1,3.26,57.9,38.83
LOC284801,3.26,58.08,38.66
MIR663A,3.26,58.08,38.66
hsa-mir-663,3.26,58.08,38.66
FRG1B,3.26,58.08,38.66
MLLT10P1,3.26,58.08,38.66
DEFB115,2.75,59.11,38.14
DEFB116,2.75,58.93,38.32
DEFB118,2.75,58.93,38.32
DEFB119,2.75,58.93,38.32
DEFB121,2.75,58.93,38.32
DEFB122,2.75,58.93,38.32
DEFB123,2.75,58.93,38.32
DEFB124,2.75,58.93,38.32
REM1,2.75,58.93,38.32
LINC00028,2.75,58.93,38.32
HM13,2.75,58.76,38.49
PSIMCT-1,2.75,58.76,38.49
ID1,2.75,58.76,38.49
MIR3193,2.75,58.76,38.49
hsa-mir-3193,2.75,58.76,38.49
COX4I2,2.75,58.59,38.66
BCL2L1,2.75,58.59,38.66
TPX2,2.75,58.59,38.66
MYLK2,2.75,58.59,38.66
FOXS1,2.75,58.59,38.66
DUSP15,2.75,58.59,38.66
TTLL9,2.75,58.59,38.66
PDRG1,2.75,58.59,38.66
XKR7,2.75,58.59,38.66
C20orf160,2.75,58.42,38.83
HCK,2.75,58.42,38.83
TM9SF4,2.75,58.42,38.83
PLAGL2,2.75,58.59,38.66
TSPY26P,2.75,58.59,38.66
POFUT1,2.75,58.59,38.66
hsa-mir-1825,2.75,58.59,38.66
KIF3B,2.75,58.59,38.66
ASXL1,2.75,58.93,38.32
C20orf112,2.75,58.93,38.32
LOC149950,2.75,58.93,38.32
C20orf203,2.75,58.93,38.32
COMMD7,2.75,58.93,38.32
DNMT3B,2.75,58.93,38.32
MAPRE1,2.75,58.93,38.32
SUN5,2.75,59.28,37.97
BPIFB2,2.75,59.11,38.14
BPIFB6,2.75,59.11,38.14
BPIFB3,2.75,59.11,38.14
BPIFB4,2.75,58.93,38.31
BPIFA2,3.09,58.59,38.31
BPIFA4P,3.09,58.42,38.49
BPIFA3,3.09,58.42,38.49
BPIFA1,3.09,58.42,38.48
BPIFB1,2.92,58.59,38.49
CDK5RAP1,3.09,58.08,38.84
SNTA1,3.09,58.25,38.66
CBFA2T2,3.09,58.25,38.66
NECAB3,3.09,58.42,38.48
C20orf144,3.09,58.59,38.31
ACTL10,3.09,58.59,38.31
E2F1,3.09,58.59,38.31
PXMP4,3.09,58.59,38.32
ZNF341,3.09,58.59,38.32
CHMP4B,3.09,58.76,38.14
RALY,3.09,58.76,38.14
MIR4755,3.09,58.76,38.14
EIF2S2,3.09,58.76,38.14
ASIP,3.09,58.76,38.14
AHCY,3.09,58.76,38.14
ITCH,3.09,58.76,38.14
MIR644A,2.92,58.93,38.14
hsa-mir-644,2.92,58.93,38.14
DYNLRB1,2.92,58.93,38.14
MAP1LC3A,2.92,58.93,38.14
PIGU,2.92,58.93,38.14
TP53INP2,2.92,59.11,37.97
NCOA6,2.92,59.11,37.97
HMGB3P1,2.92,59.11,37.97
GGT7,2.92,59.11,37.97
ACSS2,2.92,59.11,37.97
GSS,2.92,59.11,37.97
MYH7B,2.92,58.93,38.14
MIR499A,2.92,58.93,38.14
MIR499B,2.92,58.93,38.14
hsa-mir-499,2.92,58.93,38.14
TRPC4AP,2.92,58.93,38.14
EDEM2,2.92,58.93,38.14
PROCR,2.92,59.11,37.97
MMP24,2.92,59.11,37.97
EIF6,2.92,59.11,37.97
FAM83C,2.92,59.11,37.97
UQCC,2.92,59.11,37.97
GDF5,2.75,59.28,37.97
hsa-mir-1289-1,2.75,59.28,37.97
CEP250,2.75,59.28,37.97
C20orf173,2.75,59.28,37.97
ERGIC3,2.75,59.28,37.97
FER1L4,2.75,59.28,37.97
SPAG4,2.75,59.11,38.14
CPNE1,2.75,59.11,38.14
RBM12,2.75,59.11,38.14
NFS1,2.75,59.11,38.14
RBM39,2.75,59.11,38.14
ROMO1,2.75,59.11,38.14
PHF20,2.92,58.93,38.14
SCAND1,2.92,58.93,38.14
C20orf152,2.92,58.76,38.31
LOC647979,2.92,58.76,38.31
EPB41L1,2.92,58.76,38.31
C20orf4,2.92,58.59,38.48
DLGAP4,2.92,58.42,38.66
MYL9,2.92,58.59,38.49
TGIF2-C20ORF24,2.92,58.59,38.49
TGIF2,2.92,58.59,38.49
C20orf24,2.92,58.59,38.49
SLA2,2.92,58.59,38.49
NDRG3,2.92,58.59,38.49
DSN1,2.92,58.76,38.31
KIAA0889,2.92,58.76,38.31
C20orf118,2.92,58.76,38.31
SAMHD1,2.92,58.76,38.31
RBL1,2.92,58.93,38.14
C20orf132,2.92,58.93,38.14
RPN2,2.92,58.93,38.14
GHRH,2.92,58.93,38.14
MANBAL,2.92,58.93,38.14
SRC,2.92,58.93,38.14
BLCAP,2.92,59.11,37.97
NNAT,2.92,59.11,37.97
LOC100287792,2.92,59.11,37.97
CTNNBL1,2.92,59.11,37.97
VSTM2L,3.09,58.93,37.97
TTI1,3.09,59.11,37.8
RPRD1B,3.09,59.11,37.8
TGM2,3.09,59.11,37.8
KIAA1755,3.09,59.11,37.8
BPI,3.09,59.11,37.8
LBP,3.09,59.11,37.8
LOC388796,3.09,59.11,37.8
SNORA71B,3.09,59.11,37.8
SNORA71A,3.09,59.11,37.8
SNORA71C,3.09,59.11,37.8
SNORA71D,3.09,59.11,37.8
SNHG11,3.09,59.11,37.8
SNORA39,3.09,59.11,37.8
SNORA60,3.09,59.11,37.8
RALGAPB,2.92,59.11,37.97
ADIG,2.92,59.11,37.97
ARHGAP40,2.92,59.11,37.97
SLC32A1,3.09,59.11,37.8
ACTR5,3.09,59.11,37.8
PPP1R16B,3.09,59.11,37.8
FAM83D,3.09,59.11,37.8
DHX35,3.09,59.11,37.8
LOC339568,3.09,59.11,37.8
MAFB,3.09,59.28,37.63
TOP1,2.92,59.11,37.98
PLCG1,3.09,58.93,37.98
ZHX3,3.09,58.76,38.15
LPIN3,3.09,58.76,38.15
EMILIN3,2.92,58.93,38.15
CHD6,2.92,58.93,38.15
PTPRT,3.44,59.11,37.46
SRSF6,3.26,59.28,37.46
L3MBTL1,3.26,59.28,37.46
SGK2,3.26,59.28,37.46
IFT52,3.26,59.28,37.46
MYBL2,3.26,59.28,37.46
GTSF1L,3.26,59.28,37.46
TOX2,3.09,59.45,37.46
JPH2,3.09,59.45,37.46
C20orf111,3.09,59.45,37.46
LOC100505783,3.09,59.45,37.46
GDAP1L1,3.09,59.45,37.46
FITM2,3.09,59.45,37.46
R3HDML,3.09,59.45,37.46
HNF4A,3.09,59.28,37.63
MIR3646,3.09,59.45,37.46
TTPAL,3.09,59.28,37.63
SERINC3,3.09,59.28,37.63
PKIG,3.09,59.28,37.63
ADA,3.09,59.28,37.63
LOC79015,3.09,59.28,37.63
WISP2,3.09,59.28,37.63
KCNK15,3.09,59.28,37.63
RIMS4,3.09,59.28,37.63
YWHAB,3.09,59.45,37.46
PABPC1L,2.92,59.62,37.46
TOMM34,2.92,59.62,37.46
LOC100505826,2.92,59.62,37.46
STK4,2.92,59.62,37.46
KCNS1,2.92,59.62,37.46
WFDC5,2.92,59.62,37.46
WFDC12,2.92,59.62,37.46
PI3,2.92,59.45,37.63
